lang	file	raw	intermediate1	intermediate2	updated
cbv	cbv-000-056	wɨ·na̠ʔ˭	w ɨ n a̠ ʔ	wɨna̠ʔ	wɨna̠ʔ̚
cbv	cbv-000-057	būdi̠ča̠da̠ʔ˭	b u d i̠ c a̠ d a̠ ʔ	budi̠ca̠da̠ʔ	būdi̠t͡ʃa̠da̠ʔ˭
cbv	cbv-000-058	wɨ·ʔi̠dīp˭	w ɨ ʔ i̠ d i p	wɨʔi̠dip	wɨʔi̠dīp̚
cbv	cbv-000-059	hītča̠	h i t c a̠	hitca̠	hītt͡ʃa̠
cbv	cbv-000-060	hīttibᵐdūp˭	h i t t i b d u p	hittibdup	hīttibᵐdūp̚
cbv	cbv-000-061	bāka̠ʔ˭ču·	b a k a̠ ʔ c u	baka̠ʔcu	bāka̠ʔ̚t͡ʃu
cbv	cbv-000-062	ʔi̠dīp˭	ʔ i̠ d i p	ʔi̠dip	ʔi̠dīp̚
cbv	cbv-000-063	mɛ̜p̜̜˭	m ɛ p	mɛp	mɛ̜p̚
cbv	cbv-000-065	čaada̠ʔ˭	c a a d a̠ ʔ	caada̠ʔ	t͡ʃaada̠ʔ̚
ces	ces-004-000	pʌs	p ʌ s	pʌs	pʌs
ces	ces-004-001	bʌs	b ʌ s	bʌs	bʌs
ces	ces-004-002	t̪aːt	t̪ aː t	t̪aːt	t̪aːt
ces	ces-004-003	daːt̪	d aː t̪	daːt̪	daːt̪
ces	ces-004-004	ˈtʲɛlɔ	tʲ ɛ l ɔ	tʲɛlɔ	tʲɛlɔ
ces	ces-004-005	ˈdʲɛlɔ	dʲ ɛ l ɔ	dʲɛlɔ	dʲɛlɔ
ces	ces-004-006	ˈtʲiːʒɛ	tʲ iː ʒ ɛ	tʲiːʒɛ	tʲiːʒɛ
ces	ces-004-007	ˈdʲiːʒɛ	dʲ iː ʒ ɛ	dʲiːʒɛ	dʲiːʒɛ
ces	ces-004-008	ˈkaːʒɛ	k aː ʒ ɛ	kaːʒɛ	kaːʒɛ
ces	ces-004-009	ˈgaːʒɛ	q̠ aː ʒ ɛ	q̠aːʒɛ	ɡaːʒɛ
ces	ces-004-010	faːtʃ	f aː t͡ʃ	faːt͡ʃ	faːt͡ʃ
ces	ces-004-011	ˈvaːtʃɛk	v aː t͡ʃ ɛ k	vaːt͡ʃɛk	vaːt͡ʃɛk
ces	ces-004-012	frʌk	f r ʌ k	frʌk	frʌk
ces	ces-004-013	vrʌk	v r ʌ k	vrʌk	vrʌk
ces	ces-004-014	soɷt̪	s o t̪	sot̪	soʊt̪
ces	ces-004-015	zoɷt̪	z o t̪	zot̪	zoʊt̪
ces	ces-004-016	ʃɛl	ʃ ɛ l	ʃɛl	ʃɛl
ces	ces-004-017	ʒɛl	ʒ ɛ l	ʒɛl	ʒɛl
ces	ces-004-018	xot̪	x o t̪	xot̪	xot̪
ces	ces-004-019	hot̪	h o t̪	hot̪	hot̪
ces	ces-004-020	tʃɛst	t͡ʃ ɛ s t	t͡ʃɛst	t͡ʃɛst
ces	ces-004-021	dʒɛs	d͡ʒ ɛ s	d͡ʒɛs	d͡ʒɛs
ces	ces-004-022	mɛtʃ	m ɛ t͡ʃ	mɛt͡ʃ	mɛt͡ʃ
ces	ces-004-023	ˈnɛtʃʌs	n ɛ t͡ʃ ʌ s	nɛt͡ʃʌs	nɛt͡ʃʌs
ces	ces-004-024	ˈɲɛtʃiː	ɲ ɛ t͡ʃ iː	ɲɛt͡ʃiː	ɲɛt͡ʃiː
ces	ces-004-025	ˈliːzʌl	l iː z ʌ l	liːzʌl	liːzʌl
ces	ces-004-026	řat̪	r a t̪	rat̪	r̝at̪
ces	ces-004-027	ɾat̪	ɾ a t̪	ɾat̪	ɾat̪
ces	ces-004-028	ja	j a	ja	ja
ces	ces-004-029	tʃʌj	t͡ʃ ʌ j	t͡ʃʌj	t͡ʃʌj
ces	ces-004-030	daːl	d aː l	daːl	daːl
ces	ces-004-031	dʌl	d ʌ l	dʌl	dʌl
ces	ces-004-032	kæʃ	k æ ʃ	kæʃ	kæʃ
ces	ces-004-033	kɛl	k ɛ l	kɛl	kɛl
ces	ces-004-034	ˈviːla	v iː l a	viːla	viːla
ces	ces-004-035	ˈvɩla	v l a	vla	vla
ces	ces-004-036	doːm	d oː m	doːm	doːm
ces	ces-004-037	ˈdoma	d o m a	doma	doma
ces	ces-004-038	nuːʃ	n uː ʃ	nuːʃ	nuːʃ
ces	ces-004-039	mɷʃ	m ʃ	mʃ	mʊʃ
ces	ces-004-040	kouř	k o u r	kour	kour̝
ces	ces-004-041	ˈaɷgɷst	a q̠ s t	aq̠st	aʊɡʊst
cha	cha-001-001	padɩtʰ	p a d tʰ	padtʰ	padɪtʰ
cha	cha-001-002	tata	t a t a	tata	tata
cha	cha-001-003	paɾa	p a ɾ a	paɾa	paɾa
cha	cha-001-004	pika	p i k a	pika	pika
cha	cha-001-005	piɲa	p i ɲ a	piɲa	piɲa
cha	cha-001-006	potu	p o t u	potu	potu
cha	cha-001-007	podzu	p o d z u	podzu	podzu
cha	cha-001-008	pulu	p u l u	pulu	pulu
cha	cha-001-010	paloʔ	p a l o ʔ	paloʔ	paloʔ
cha	cha-001-011	paɲu	p a ɲ u	paɲu	paɲu
cha	cha-001-012	mala̘guʔ	m a l a̘ q̠ u ʔ	mala̘q̠uʔ	mala̘ɡuʔ
cha	cha-001-013	piɲa	p i ɲ a	piɲa	piɲa
cha	cha-001-014	siɲa	s i ɲ a	siɲa	siɲa
cha	cha-001-015	sɑgə	s ɑ q̠ ə	sɑq̠ə	sɑɡə
cha	cha-001-016	tat͡saga	t a t͡s a q̠ a	tat͡saq̠a	tat͡saɡa
cha	cha-001-017	sid͡ʒə	s i d͡ʒ ə	sid͡ʒə	sid͡ʒə
cha	cha-001-018	siha	s i h a	siha	siha
cha	cha-001-019	n̤alɑgu	n̤ a l ɑ q̠ u	n̤alɑq̠u	n̤alɑɡu
cha	cha-001-021	falɑgu	f a l ɑ q̠ u	falɑq̠u	falɑɡu
cha	cha-001-022	məlɑgu	m ə l ɑ q̠ u	məlɑq̠u	məlɑɡu
cha	cha-001-023	tãn	t ã n	tãn	tãn
cha	cha-001-024	fãn	f ã n	fãn	fãn
cha	cha-001-025	tɑtə	t ɑ t ə	tɑtə	tɑtə
cha	cha-001-026	mɑta	m ɑ t a	mɑta	mɑta
cji	cji-000-001	beqʼut͡ɬ	b e qʼ u t͡ɬ	beqʼut͡ɬ	beqʼut͡ɬ
cji	cji-000-002	hal	h a l	hal	hal
cji	cji-000-003	čʰačʰa	c a c a	caca	t͡ʃʰat͡ʃʰi
cji	cji-000-005	ǯajt͡ɬ	ʒ a j t͡ɬ	ʒajt͡ɬ	d͡ʒajt͡ɬ
cji	cji-000-006	χintʰa	χ i n tʰ a	χintʰa	χintʰa
cji	cji-000-007	sʼũj̃	sʼ ũ j̃	sʼũj̃	sʼũj̃
cji	cji-000-010	esib	e s i b	esib	esib
cji	cji-000-011	ǯajt͡ɬ	ʒ a j t͡ɬ	ʒajt͡ɬ	d͡ʒajt͡ɬ
cji	cji-000-013	jakʷʼa	j a kʷʼ a	jakʷʼa	jakʷʼa
cji	cji-000-014	jelat͡ɬ	j e l a t͡ɬ	jelat͡ɬ	jelat͡ɬ
cji	cji-000-015	ũχsil	ũ χ s i l	ũχsil	ũχsil
cji	cji-000-016	kʼũː	kʼ ũː	kʼũː	kʼũː
cji	cji-000-018	cʰoχ̄a	cʰ o χ a	cʰoχa	t͡sʰoχ̄a
cji	cji-000-019	χus̄i	χ u s i	χusi	χus̄i
cji	cji-000-020	čʼiqʼ	c i qʼ	ciqʼ	t͡ʃʼiqʼ
cji	cji-000-021	s̄im	s i m	sim	s̄im
cji	cji-000-022	sʼiqʷʼa	sʼ i qʷʼ a	sʼiqʷʼa	sʼiqʷʼa
cji	cji-000-024	nas̄ul	n a s u l	nasul	nas̄ul
cji	cji-000-027	čʼaχma	c a χ m a	caχma	t͡ʃʼaχma
cji	cji-000-029	ʁazʷ	ʁ a zʷ	ʁazʷ	ʁazʷ
cji	cji-000-030	jela	j e l a	jela	jela
cji	cji-000-031	qʰantʰa	qʰ a n tʰ a	qʰantʰa	qʰantʰa
cji	cji-000-032	sʼikʷʰan	sʼ i kʷʰ a n	sʼikʷʰan	sʼikʷʰan
cji	cji-000-033	h̃ũčʼa	h ũ c a	hũca	h̃ũt͡ʃʼa
cji	cji-000-034	ɬecʼil	ɬ e cʼ i l	ɬecʼil	ɬet͡sʼil
cji	cji-000-035	ɬum	ɬ u m	ɬum	ɬum
cji	cji-000-036	qʷʼajt͡ɬʼ	qʷʼ a j t͡ɬʼ	qʷʼajt͡ɬʼ	qʷʼajt͡ɬʼ
cji	cji-000-037	jeʁil	j e ʁ i l	jeʁil	jeʁil
cji	cji-000-038	becʷʰ	b e cʷʰ	becʷʰ	bet͡sʷʰ
cji	cji-000-040	nikʷʰal	n i kʷʰ a l	nikʷʰal	nikʷʰal
cji	cji-000-043	qʰal	qʰ a l	qʰal	qʰal
cji	cji-000-044	danʁʷa	d a n ʁʷ a	danʁʷa	danʁʷa
cji	cji-000-046	pʰul	pʰ u l	pʰul	pʰul
cji	cji-000-047	ʁʷar	ʁʷ a r	ʁʷar	ʁʷar
cji	cji-000-048	bulat͡ɬ	b u l a t͡ɬ	bulat͡ɬ	bulat͡ɬ
cji	cji-000-051	kʼor	kʼ o r	kʼor	kʼor
cji	cji-000-052	bat͡ɬʼ	b a t͡ɬʼ	bat͡ɬʼ	bat͡ɬʼ
cji	cji-000-053	mizatʷʼ	m i z a tʷʼ	mizatʷʼ	mizatʷʼ
cji	cji-000-054	mijaqʷ	m i j a qʷ	mijaqʷ	mijaqʷ
cji	cji-000-055	eː	eː	eː	eː
cji	cji-000-057	hana	h a n a	hana	hana
cji	cji-000-058	aː	aː	aː	aː
cji	cji-000-059	maː	m aː	maː	maː
cji	cji-000-061	hekʷʼ	h e kʷʼ	hekʷʼ	hekʷʼ
col	col-001-000	ʔarasíkʷ	ʔ a r a s i kʷ	ʔarasikʷ	ʔarasikʷ
col	col-001-001	ʔar̓asíkʷ	ʔ a r a s i kʷ	ʔarasikʷ	ʔarasikʷ
col	col-001-002	q̓ílt	q i l t	qilt	ʔarasikʷ
col	col-001-003	k̓íʕʷəm	k i ʕʷ ə m	kiʕʷəm	kʼiʕʷəm
col	col-001-004	kxápən	k x a p ə n	kxapən	kxapən
col	col-001-005	n̓n̓áwiy̓aʔ	n n a w i y a ʔ	nnawiyaʔ	nˀnˀawijˀaʔ
col	col-001-006	k̓k̓ám̓ci	k k a m c i	kkamci	kʼkʼamˀt͡ʃi
col	col-001-007	kihánaʔ	k i h a n a ʔ	kihanaʔ	kihanaʔ
col	col-001-008	yaʕpqín̓	y a ʕ p q i n	yaʕpqin	jaʕpqinˀ
col	col-001-009	t̓ə́kʷp	t ə kʷ p	təkʷp	tʼəkʷp
col	col-001-010	syáʔk̓	s y a ʔ k	syaʔk	sjaʔkʼ
col	col-001-011	st̓íyaʔ	s t i y a ʔ	stiyaʔ	stʼijaʔ
col	col-001-012	ƛ̓íyaʔ	i y a ʔ	iyaʔ	t͡ɬˀijaʔ
col	col-001-014	nx̣ʷaʕúl̓əxʷ	n x a ʕ u l ə xʷ	nxaʕuləxʷ	nx̣ʷaʕuləxʷ
col	col-001-015	ṣc̓ạ́m̓	s c a m	scam	ṣt͡sʼạmˀ
col	col-001-016	q̓aw̓ísqən	q a w i s q ə n	qawisqən	qʼawˀisqən
col	col-001-017	cíʕʷəlx	c i ʕʷ ə l x	ciʕʷəlx	t͡ʃiʕʷəlx
col	col-001-018	ḥiy̓áwt	h i y a w t	hiyawt	ḥijˀawt
col	col-001-019	st̓q̓ʷsúmən	s t q s u m ə n	stqsumən	stʼqʼʷsumən
col	col-001-020	m̓m̓ə́ɬq	m m ə ɬ q	mməɬq	mˀmˀəɬq
col	col-001-021	k̓p̓k̓ip̓múl	k p k i p m u l	kpkipmul	kʼpʼkʼipʼmul
col	col-001-022	ʕʷə́l̓	ʕʷ ə l	ʕʷəl	ʕʷəlˀ
col	col-001-023	x̣əƛ̓cín	x ə c i n	xəcin	xət͡ɬˀt͡ʃin
col	col-001-024	x̣x̣əƛ̓cín̓	x x ə c i n	xxəcin	x̣x̣ət͡ɬˀt͡ʃinˀ
col	col-001-025	ḷə̣́mp	l ə m p	ləmp	ḷə̣mp
col	col-001-026	t̓t̓aʕ̓ʷúm̓aʔ	t t a ʕ u m a ʔ	ttaʕumaʔ	tʼtʼaʕˀʷumˀaʔ
col	col-001-027	sḥáhənk	s h a h ə n k	shahənk	shahənk
col	col-001-028	ck̓ck̓áɬp	c k c k a ɬ p	ckckaɬp	t͡skʼt͡skʼaɬp
col	col-001-029	stk̓ʷk̓ʷíƛ̓c̓aʔ	s t k k i c a ʔ	stkkicaʔ	stkʼʷkʼʷit͡ɬˀt͡saʔ
col	col-001-030	ʔasláḥp	ʔ a s l a h p	ʔaslahp	ʔaslaḥp
col	col-001-031	p̓ə́k̓ʷt	p ə k t	pəkt	pʼəkʼʷt
col	col-001-032	yə́r̓r̓	y ə r r	yərr	jərˀrˀ
col	col-001-033	sḥaḥím̓aʔ	s h a h i m a ʔ	shahimaʔ	sḥaḥimˀaʔ
col	col-001-035	k̓ʷəƛ̓k̓ʷəƛ̓m̓úy̓aʔ	k ə k ə m u y a ʔ	kəkəmuyaʔ	kʼətʼkʼʷət͡ɬˀʷmˀujˀaʔ
col	col-001-036	kl̓aʕ̓ʷən̓ksúsən̓	k l a ʕ ə n k s u s ə n	klaʕənksusən	kʼlaʕˀʷənˀksusənˀ
col	col-001-037	c̓ə̣nc̓ạnwạ́y̓ạʔ	c ə n c a n w a y a ʔ	cəncanwayaʔ	t͡sʼə̣nt͡sʼạnwạjˀạʔ
col	col-001-038	scx̣aʕpmíx	s c x a ʕ p m i x	scxaʕpmix	st͡sx̣aʕpmix
col	col-001-039	ƛ̓ƛ̓ə́kƛ̓ək	ə k ə k	əkək	t͡ɬˀt͡ɬˀəkʷt͡ɬˀəkʷ
col	col-001-040	ƛ̓ƛ̓ə́kʷƛ̓əkʷ	ə kʷ ə kʷ	əkʷəkʷ	t͡ɬˀt͡ɬˀəkʷt͡ɬˀəkʷ
col	col-001-041	sacqʷáʕʷʕʷ	s a c qʷ a ʕʷ ʕʷ	sacqʷaʕʷʕʷ	sat͡sqʷaʕʷʕʷ
col	col-001-042	np̓əq̓ʷmín	n p ə q m i n	npəqmin	npʼəqʼʷmin
col	col-001-043	wwáwəlx	w w a w ə l x	wwawəlx	wwawəlx
col	col-001-044	caḥcḥápəm	c a h c h a p ə m	cahchapəm	t͡ʃaḥt͡ʃḥapəm
col	col-001-046	cksqáltkəm	c k s q a l t k ə m	cksqaltkəm	t͡sksqaltkəm
col	col-001-047	sʕʷáʔʕʷaʔ	s ʕʷ a ʔ ʕʷ a ʔ	sʕʷaʔʕʷaʔ	sʕʷaʔʕʷaʔ
col	col-001-048	skƛ̓əm̓ạ́ṣq̓t	s k ə m a s q t	skəmasqt	skt͡ɬˀəmˀạṣqʼt
cpn	cpn-000-002	ɛbɪ	ɛ b ɪ	ɛbɪ	ɛbɪ
cpn	cpn-000-003	abɪ	a b ɪ	abɪ	abɪ
cpn	cpn-000-004	àbàá	a b a a	abaa	abaa
cpn	cpn-000-005	àdɛ́	a d ɛ	adɛ	adɛ
cpn	cpn-000-006	adɔ	a d ɔ	adɔ	adɔ
cpn	cpn-000-007	ɔde	ɔ d e	ɔde	ɔde
cpn	cpn-000-008	idi	i d i	idi	idi
cpn	cpn-000-010	ɔfa	ɔ f a	ɔfa	ɔfa
cpn	cpn-000-012	eferi	e f e r i	eferi	eferi
cpn	cpn-000-013	efũ	e f ũ	efũ	efũ
cpn	cpn-000-014	ɛfɛ	ɛ f ɛ	ɛfɛ	ɛfɛ
cpn	cpn-000-015	àhɛ́	a h ɛ	ahɛ	ahɛ
cpn	cpn-000-016	ɛhɛ	ɛ h ɛ	ɛhɛ	ɛhɛ
cpn	cpn-000-017	ihi	i h i	ihi	ihi
cpn	cpn-000-018	ihu	i h u	ihu	ihu
cpn	cpn-000-019	àkɛ́	a k ɛ	akɛ	akɛ
cpn	cpn-000-020	iko	i k o	iko	iko
cpn	cpn-000-021	aku	a k u	aku	aku
cpn	cpn-000-022	ɛkɔ	ɛ k ɔ	ɛkɔ	ɛkɔ
cpn	cpn-000-023	ɔlɛ	ɔ l ɛ	ɔlɛ	ɔlɛ
cpn	cpn-000-024	alɛ̀	a l ɛ	alɛ	alɛ
cpn	cpn-000-025	álɛ́	a l ɛ	alɛ	alɛ
cpn	cpn-000-026	æli	æ l i	æli	æli
cpn	cpn-000-027	ɔla	ɔ l a	ɔla	ɔla
cpn	cpn-000-028	ɛmɛ	ɛ m ɛ	ɛmɛ	ɛmɛ
cpn	cpn-000-029	ɔme	ɔ m e	ɔme	ɔme
cpn	cpn-000-030	ámɪ	a m ɪ	amɪ	amɪ
cpn	cpn-000-031	ɔ̀ná	ɔ n a	ɔna	ɔna
cpn	cpn-000-032	oni	o n i	oni	oni
cpn	cpn-000-033	aní	a n i	ani	ani
cpn	cpn-000-034	ani	a n i	ani	ani
cpn	cpn-000-035	ano	a n o	ano	ano
cpn	cpn-000-036	ásà	a s a	asa	asa
cpn	cpn-000-037	ɔso	ɔ s o	ɔso	ɔso
cpn	cpn-000-038	asi	a s i	asi	asi
cpn	cpn-000-039	asɔ	a s ɔ	asɔ	asɔ
cpn	cpn-000-040	osu	o s u	osu	osu
cpn	cpn-000-043	ɪto	ɪ t o	ɪto	ɪto
cpn	cpn-000-044	atõ	a t õ	atõ	atõ
cpn	cpn-000-045	ɔtɛ	ɔ t ɛ	ɔtɛ	ɔtɛ
cpn	cpn-000-046	iw̃a	i w̃ a	iw̃a	iw̃a
cpn	cpn-000-047	awi	a w i	awi	awi
cpn	cpn-000-048	ɔwɔ	ɔ w ɔ	ɔwɔ	ɔwɔ
cpn	cpn-000-049	ɔw̃a	ɔ w̃ a	ɔw̃a	ɔw̃a
cpn	cpn-000-050	ayi	a y i	ayi	aji
cpn	cpn-000-051	àjɪ̀ɛ́	a j ɪ ɛ	ajɪɛ	ajɪɛ
cpn	cpn-000-052	ayú	a y u	ayu	aju
cpn	cpn-000-053	ód̠ɥé	o d̠ ɥ e	od̠ɥe	od̠ɥe
cpn	cpn-000-054	ɛ́ɟɪ	ɛ ɟ ɪ	ɛɟɪ	ɛɟɪ
cpn	cpn-000-055	iɟira	i ɟ i r a	iɟira	iɟira
cpn	cpn-000-056	at̠ɕɔ̀	a t̠ ɕ ɔ	at̠ɕɔ	at̠ɕɔ
cpn	cpn-000-057	at̠ɕu	a t̠ ɕ u	at̠ɕu	at̠ɕu
cpn	cpn-000-058	nt̠ɕu	n t̠ ɕ u	nt̠ɕu	nt̠ɕu
cpn	cpn-000-059	t̠ɕu	t̠ ɕ u	t̠ɕu	t̠ɕu
cpn	cpn-000-060	akyi	a k y i	akyi	akji
cpn	cpn-000-061	kya	k y a	kya	kja
cpn	cpn-000-062	kỹɛ	k ỹ ɛ	kỹɛ	kj̃ɛ
cpn	cpn-000-063	ak͡pà	a k͡p a	ak͡pa	ak͡pa
cpn	cpn-000-064	ak͡pē	a k͡p e	ak͡pe	ak͡pe
cpn	cpn-000-065	ɛk͡pɛ	ɛ k͡p ɛ	ɛk͡pɛ	ɛk͡pɛ
cpn	cpn-000-066	óɲà	o ɲ a	oɲa	oɲa
cpn	cpn-000-067	enyɔ	e n y ɔ	enyɔ	enjɔ
dag	dag-000-000	opahia	o p a h i a	opahia	opahia
dag	dag-000-001	opaɣia	o p a ɣ i a	opaɣia	opaɣia
dag	dag-000-002	ok͡paːja	o k͡p aː j a	ok͡paːja	ok͡paːja
dag	dag-000-003	obaŋia	o b a ŋ i a	obaŋia	obaŋia
dag	dag-000-005	otamja	o t a m j a	otamja	otamja
dag	dag-000-006	odamja	o d a m j a	odamja	odamja
dag	dag-000-007	ot̠ʃaŋja	o t̠ ʃ a ŋ j a	ot̠ʃaŋja	ot̠ʃaŋja
dag	dag-000-008	od̠ʒaŋa	o d̠ ʒ a ŋ a	od̠ʒaŋa	od̠ʒaŋa
dag	dag-000-009	okaria	o k a r i a	okaria	okaria
dag	dag-000-010	oɡaria	o ɡ a r i a	oɡaria	oɡaria
dag	dag-000-011	omala	o m a l a	omala	omala
dag	dag-000-012	onaːja	o n aː j a	onaːja	onaːja
dag	dag-000-013	oɲamja	o ɲ a m j a	oɲamja	oɲamja
dag	dag-000-014	oŋahja	o ŋ a h j a	oŋahja	oŋahja
dag	dag-000-015	oŋ͡maja	o ŋ m a j a	oŋmaja	oŋ͡maja
dag	dag-000-016	ofaːja	o f aː j a	ofaːja	ofaːja
dag	dag-000-017	ovalma	o v a l m a	ovalma	ovalma
dag	dag-000-018	osaja	o s a j a	osaja	osaja
dag	dag-000-020	ozaŋja	o z a ŋ j a	ozaŋja	ozaŋja
dag	dag-000-021	oʒɛja	o ʒ ɛ j a	oʒɛja	oʒɛja
dag	dag-000-022	olabja	o l a b j a	olabja	olabja
dan	dan-001-000	ˈpʰagə	pʰ a q̠ ə	pʰaq̠ə	pʰaɡə
dan	dan-001-001	ˈoːpus	oː p u s	oːpus	oːpus
dan	dan-001-002	ˈbeːjə	b eː j ə	beːjə	beːjə
dan	dan-001-003	ˈtʰak	tʰ a k	tʰak	tʰak
dan	dan-001-004	kʰɛˈtʰiðə	kʰ ɛ tʰ i ð ə	kʰɛtʰiðə	kʰɛntʰeiðə
dan	dan-001-005	ˈdœtɹ̩	d œ t ɹ̩	dœtɹ̩	dœtɹ̩
dan	dan-001-006	ˈkʰabə	kʰ a b ə	kʰabə	kʰabə
dan	dan-001-007	ˈgãŋə	q̠ ã ŋ ə	q̠ãŋə	ɡãŋə
dan	dan-001-008	ˈfeðɹ̩	f e ð ɹ̩	feðɹ̩	feðɹ̩
dan	dan-001-009	ˈvəklə	v ə k l ə	vəklə	vəklə
dan	dan-001-010	ˈsaks	s a k s	saks	saks
dan	dan-001-011	ˈpɛ̝ʃə	p ɛ̝ ʃ ə	pɛ̝ʃə	pɛ̝ʃə
dan	dan-001-012	ˈʃeːʔl̥	ʃ eː ʔ l̥	ʃeːʔl̥	ʃeːʔl̥
dan	dan-001-013	ˈmɑ̃ŋə	m ɑ̃ ŋ ə	mɑ̃ŋə	mɑ̃ŋə
dan	dan-001-014	ˈnɑgə	n ɑ q̠ ə	nɑq̠ə	nɑɡə
dan	dan-001-015	ˈte̝ŋgə	t e̝ ŋ q̠ ə	te̝ŋq̠ə	te̝ŋɡə
dan	dan-001-016	ˈlaːŋgə	l aː ŋ q̠ ə	laːŋq̠ə	laːŋɡə
dan	dan-001-017	ˈʁaktə	ʁ a k t ə	ʁaktə	ʁaktə
dan	dan-001-018	ˈaʁɛst	a ʁ ɛ s t	aʁɛst	aʁɛst
dan	dan-001-019	ˈfɑʁ	f ɑ ʁ	fɑʁ	fɑʁ
dan	dan-001-020	ˈjɛ	j ɛ	jɛ	jɛ
dan	dan-001-021	ˈhagə	h a q̠ ə	haq̠ə	haɡə
dan	dan-001-024	ˈme̝nd̥ʁə	m e̝ n t ʁ ə	me̝ntʁə	me̝ntʁə
dan	dan-001-025	ˈkeːjə	k eː j ə	keːjə	keːjə
dan	dan-001-027	kʰuːʔl	kʰ uː ʔ l	kʰuːʔl	kʰuːʔl
dan	dan-001-029	ˈflɑsg̥ə	f l ɑ s q̠ ə	flɑsq̠ə	flɑsɡ̥ə
dan	dan-001-030	ˈpʁiːʔs	p ʁ iː ʔ s	pʁiːʔs	pʁiːʔs
dan	dan-001-031	ˈkv̥ʌ̃nə	k v ʌ̃ n ə	kvʌ̃nə	kv̥ʌ̃nə
dan	dan-001-032	ˈtʃɑʔs	t͡ʃ ɑ ʔ s	t͡ʃɑʔs	t͡ʃɑʔs
dan	dan-001-033	ˈskæʁbə	s k æ ʁ b ə	skæʁbə	skæʁbə
dan	dan-001-034	ˈhimbæ	h i m b æ	himbæ	himbæ
dan	dan-001-035	dẽŋˈgamlə	d ẽ ŋ q̠ a m l ə	dẽŋq̠amlə	dẽŋɡamlə
dan	dan-001-036	ˈknjyʔ	k n j y ʔ	knjyʔ	knjyʔ
dan	dan-001-037	ˈfɔlk	f ɔ l k	fɔlk	fɔlk
dan	dan-001-038	ˈbiːðə	b iː ð ə	biːðə	biːðə
dan	dan-001-039	ˈbyːðə	b yː ð ə	byːðə	byːðə
dan	dan-001-040	ˈkɪːðə	k ɪː ð ə	kɪːðə	kɪːðə
dan	dan-001-041	ˈkeɛːðə	k e ɛː ð ə	keɛːðə	keɛːðə
dan	dan-001-042	ˈbeːðə	b eː ð ə	beːðə	beːðə
dan	dan-001-043	ˈbøːðə	b øː ð ə	bøːðə	bøːðə
dan	dan-001-044	ˈmøːðə	m øː ð ə	møːðə	møːðə
dan	dan-001-045	ˈbʁœːlə	b ʁ œː l ə	bʁœːlə	bʁœːlə
dan	dan-001-046	ˈʁaɑːnə	ʁ a ɑː n ə	ʁaɑːnə	ʁaɑːnə
dan	dan-001-047	ˈʁo̝ːðə	ʁ o̝ ð ə	ʁo̝ðə	ʁo̝ðə
dan	dan-001-048	ˈguːðə	q̠ uː ð ə	q̠uːðə	ɡuːðə
dan	dan-001-049	ˈvi	v i	vi	vi
dan	dan-001-050	ˈlʌt	l ʌ t	lʌt	lʌt
dan	dan-001-051	ˈbʌnə	b ʌ n ə	bʌnə	bʌnə
dan	dan-001-052	ˈbɛst	b ɛ s t	bɛst	bɛst
dan	dan-001-053	ˈʁænə	ʁ æ n ə	ʁænə	ʁænə
dan	dan-001-054	ˈbødə	b ø d ə	bødə	bødə
dan	dan-001-055	ˈtʃøməʁ	t͡ʃ ø m ə ʁ	t͡ʃøməʁ	t͡ʃøməʁ
dan	dan-001-056	ˈtʃaɯ	t͡ʃ a ɯ	t͡ʃaɯ	t͡ʃaɯ
dan	dan-001-057	ˈtʃɯə	t͡ʃ ɯ ə	t͡ʃɯə	t͡ʃɯə
dan	dan-001-058	ˈhusːə	h u sː ə	husːə	husːə
dan	dan-001-059	ˈʁozə	ʁ o z ə	ʁozə	ʁozə
dan	dan-001-060	ˈkʰɔmə	kʰ ɔ m ə	kʰɔmə	kʰɔmə
dan	dan-001-061	ˈʁɑʔ	ʁ ɑ ʔ	ʁɑʔ	ʁɑʔ
dan	dan-001-062	ˈdɔməɹ	d ɔ m ə ɹ	dɔməɹ	dɔməɹ
dan	dan-001-063	tʃoˈmet	t͡ʃ o m e t	t͡ʃomet	t͡ʃomet
dan	dan-001-064	ˈʁulə	ʁ u l ə	ʁulə	ʁulə
dan	dan-001-065	ˈvaiʔ	v a i ʔ	vaiʔ	vaiʔ
dan	dan-001-066	ˈhɔiʔ	h ɔ i ʔ	hɔiʔ	hɔiʔ
dan	dan-001-067	ˈhuiə	h u i ə	huiə	huiə
dan	dan-001-068	ˈpʰausɛ	pʰ a u s ɛ	pʰausɛ	pʰausɛ
dan	dan-001-069	ˈlɔɯ	l ɔ ɯ	lɔɯ	lɔɯ
dan	dan-001-070	ˈnɛ̃ɯnə	n ɛ̃ ɯ n ə	nɛ̃ɯnə	nɛ̃ɯnə
dan	dan-001-071	ˈʁaunə	ʁ a u n ə	ʁaunə	ʁaunə
dan	dan-001-072	ˈstøulə	s t ø u l ə	støulə	støulə
dan	dan-001-073	ˈøuʁopə	ø u ʁ o p ə	øuʁopə	øuʁopə
dan	dan-001-074	ˈdøusdəm	d ø u s d ə m	døusdəm	døusdəm
dan	dan-001-075	iuʁi	i u ʁ i	iuʁi	iuʁi
dan	dan-001-076	ˈiaɾə	i a ɾ ə	iaɾə	iaɾə
